"","activity","lower","upper"
"1",3338.61576722817,2002.77387328382,4674.45766117251
"2",3198.70675723959,2375.88172022856,4021.53179425062
"3",2437.13123717783,1173.63281519962,3700.62965915603
"4",2022.52077826569,1274.77315673143,2770.26839979996
"5",1865.01793060948,817.874671622428,2912.16118959653
"6",2230.5796287401,1763.7273993693,2697.43185811091
"7",2046.81081421137,1247.27336956361,2846.34825885913
"8",2031.74844417128,1483.64123980259,2579.85564853998
"9",1980.58902183861,1430.32078900198,2530.85725467524
"10",1753.38782553101,901.101879359269,2605.67377170275
"11",1538.33360407445,957.756952434083,2118.91025571482
"12",1516.33731752553,731.13090790971,2301.54372714136
"13",2140.4299170526,992.76265048643,3288.09718361877
"14",2153.95480496666,1293.2076949227,3014.70191501062
"15",2179.57137605703,1470.25570997102,2888.88704214304
"16",1903.16835097022,1489.74169245124,2316.59500948921
"17",1544.43438050616,809.789836359867,2279.07892465245
"18",1488.97651325409,937.931994410401,2040.02103209779
"19",1928.24771424258,1174.33190189216,2682.163526593
"20",1632.4158170655,871.601737210768,2393.22989692023
"21",1760.63242212549,1123.76481893589,2397.50002531508
"22",1807.73313729336,1084.37173200568,2531.09454258104
"23",1805.3865898133,489.524126632245,3121.24905299435
"24",1592.05555085787,690.362411161839,2493.74869055389
"25",2028.05729364643,1281.20475886968,2774.90982842319
"26",1864.53638916988,1004.54506059885,2724.52771774092
"27",1546.10757285166,436.659220911762,2655.55592479157
"28",1413.4520790192,1101.65206604589,1725.25209199251
"29",1876.21960528771,620.174437760997,3132.26477281441
"30",2047.80929574187,963.644144287779,3131.97444719596
"31",1894.32824468997,1260.06368353565,2528.59280584429
"32",1936.38294667167,1091.02971519851,2781.73617814483
"33",1247.32300512454,668.066729623942,1826.57928062513
"34",1187.52815538545,728.170239814999,1646.8860709559
"35",1176.71099593856,556.127871899545,1797.29411997758
"36",1716.11709016798,611.307805975426,2820.92637436054
"37",1341.25460849153,984.341676505484,1698.16754047757
"38",1332.98639967594,662.400962122428,2003.57183722946
"39",1364.60335041329,534.255648723085,2194.9510521035
"40",1854.21696787821,336.613848727288,3371.82008702913
"41",1396.67779545919,836.747532674468,1956.60805824391
"42",2189.675053264,764.281173091464,3615.06893343653
"43",1717.72124233759,861.066655005405,2574.37582966977
"44",2088.9084543012,294.19559862563,3883.62130997678
"45",1749.98282653364,1047.78747761197,2452.1781754553
"46",1582.4682240217,449.197608373356,2715.73883967004
"47",1693.50934565709,1118.74528420419,2268.27340710998
"48",1928.29884646796,1550.92648838573,2305.67120455018
"49",2081.64369199413,1481.37225017639,2681.91513381186
"50",2082.56883493924,1085.40275289489,3079.73491698359
"51",2604.63035575752,1722.18452656192,3487.07618495312
"52",3536.84531924435,2623.80010706411,4449.89053142458
"53",2848.66476331981,2272.1993730805,3425.13015355912
"54",1145.85757769138,608.403817689498,1683.31133769327
"55",1162.96127891382,621.525670349639,1704.396887478
"56",1790.0559958718,-529.990425948678,4110.10241769227
"57",1824.23560752507,-1710.82565541518,5359.29687046533
"58",1473.73502191034,-878.162816947396,3825.63286076807
"59",640.111312647105,322.770984532144,957.451640762067
"60",641.763437352096,263.118935936635,1020.40793876756
"61",946.85136150359,269.060156450307,1624.64256655687
"62",771.852910358116,281.070528740509,1262.63529197572
"63",728.700875833879,159.032034922078,1298.36971674568
"64",864.295609398766,40.1241415392433,1688.46707725829
"65",617.81136643397,234.231717494187,1001.39101537375
"66",1565.52540867851,-40.7760758900097,3171.82689324702
"67",532.624049418838,322.404242833566,742.84385600411
"68",586.972752553913,201.62826429547,972.317240812356
"69",419.571968803378,253.087002164623,586.056935442133
"70",475.148172266442,228.787808194304,721.508536338579
