"","activity","lower","upper"
"1",3960.82050373437,1936.54881795447,5985.09218951428
"2",3305.53696629206,1587.80402552944,5023.26990705469
"3",3411.80594986808,1674.96092219941,5148.65097753675
"4",2950.11908611804,1036.26434761084,4863.97382462524
"5",2789.95249614414,1425.1278371215,4154.77715516679
"6",2904.60943929023,1804.49306325167,4004.72581532879
"7",3072.11873273692,1963.29224466728,4180.94522080655
"8",2001.55194053614,963.947439210125,3039.15644186215
"9",2536.15717105291,1386.88530848779,3685.42903361803
"10",2472.09042790509,1284.88714052867,3659.29371528152
"11",2315.32962735102,1439.02638858976,3191.63286611227
"12",2169.35335533157,1146.68389006722,3192.02282059591
"13",2740.62254277574,1772.44596704927,3708.79911850222
"14",2990.95585474147,2103.93162898014,3877.98008050279
"15",2630.9002907547,1750.74494472686,3511.05563678254
"16",2167.93024901313,1257.64533701986,3078.2151610064
"17",2461.92924321726,1305.67432651549,3618.18415991903
"18",2435.74480870579,1467.13969994697,3404.34991746461
"19",3388.03278978215,2514.47673369906,4261.58884586524
"20",2843.29577151735,1707.89760037729,3978.6939426574
"21",2194.76080111848,1356.5142100751,3033.00739216186
"22",2690.25757240598,1529.16565323201,3851.34949157995
"23",2133.16081061578,1118.04837019453,3148.27325103703
"24",2129.87587914994,1030.13100934815,3229.62074895172
"25",3286.78809714769,1955.08439349131,4618.49180080408
"26",2768.08526882365,1994.01635230336,3542.15418534394
"27",2099.902525473,1393.48733935848,2806.31771158752
"28",2611.10417344116,1563.7452396622,3658.46310722011
"29",2394.66437670223,1735.99318034459,3053.33557305986
"30",2541.29596373229,1552.3647225281,3530.22720493648
"31",2305.01905946388,1537.73951667081,3072.29860225695
"32",2901.84145560484,1947.47616421413,3856.20674699555
"33",2963.9661277694,2110.65718802389,3817.27506751491
"34",2340.69217139779,1517.39366384023,3163.99067895534
"35",2407.5902804434,1540.1382410987,3275.04231978811
"36",2544.08740607556,1780.38820031346,3307.78661183766
"37",2775.85522711554,1731.67061471662,3820.03983951447
