"","activity","lower","upper"
"38",2850.00221266692,1775.3510446044,3924.65338072945
"39",2263.25741531217,1577.47721842653,2949.03761219781
"40",1978.69240641837,924.296782796544,3033.08803004019
"41",2226.59944011608,881.513974010804,3571.68490622136
"42",2439.56236730434,1583.9036785367,3295.22105607197
"43",2637.17904845279,1820.14604141563,3454.21205548994
"44",2555.37655221985,1535.06337365966,3575.68973078004
"45",2232.74475991137,1545.61725131791,2919.87226850482
"46",2500.72718140828,910.793486627275,4090.66087618929
"47",2012.1050990552,1336.69370811757,2687.51648999283
"48",3029.29247765946,2321.70348944412,3736.88146587479
"49",3095.17738758184,1207.98633587644,4982.36843928724
"50",2013.429660321,1216.47751805372,2810.38180258828
"51",3505.62597221777,2780.86340896686,4230.38853546869
"52",5308.62358184495,3500.82414092453,7116.42302276537
"53",2789.57388038582,1395.94126947677,4183.20649129486
"54",1647.6968806129,786.925906013997,2508.4678552118
"55",1041.16590429678,402.142959200497,1680.18884939307
"56",1090.55257356337,687.457029166803,1493.64811795994
"57",1156.35174615988,545.285411298355,1767.4180810214
"58",788.283670176185,160.294183436515,1416.27315691586
"59",837.101483989258,93.1734570401053,1581.02951093841
"60",1206.47542677388,85.5545627980795,2327.39629074968
"61",1259.55862371267,558.175178211624,1960.94206921373
"62",864.365261179345,177.930279184876,1550.80024317381
"63",946.165396107478,115.134539487274,1777.19625272768
"64",878.17684883145,312.711579990508,1443.64211767239
"65",522.350133810661,158.372848318355,886.327419302967
"66",775.494450659788,456.475168196332,1094.51373312325
"67",878.71830619996,346.338877967348,1411.09773443257
"68",1153.20553873315,665.962657423705,1640.4484200426
"69",1221.13433861636,450.399868037942,1991.86880919478
"70",758.826660314816,434.45002874093,1083.2032918887
"71",899.808676713547,527.664270168432,1271.95308325866
"72",784.434573872342,358.16693182093,1210.70221592375
"73",709.181938649289,373.406418140659,1044.95745915792
"74",588.279831119536,341.752877579571,834.806784659501
"75",824.802942244621,570.511552098417,1079.09433239082
"76",759.398350744662,134.293759694227,1384.5029417951
"77",925.92093785483,190.227247163631,1661.61462854603
"78",1290.40850055856,392.248104630114,2188.56889648701
"79",848.943623188819,207.525620874109,1490.36162550353
"80",455.80507042325,214.384942109815,697.225198736684
"81",572.037163365398,292.793417846514,851.280908884281
"82",738.978953094875,238.688360295858,1239.26954589389
"83",655.75083589345,337.931013048644,973.570658738255
"84",779.994761344831,356.028637904091,1203.96088478557
"85",1335.51346193165,-542.034066557586,3213.06099042089
"86",1057.60064758601,462.636146904802,1652.56514826722
"87",582.87103071336,285.659837564535,880.082223862186
"88",692.936648163564,195.025666152641,1190.84763017449
"89",691.475465276562,170.08230342461,1212.86862712851
"90",605.895036711096,187.381697098604,1024.40837632359
"91",983.584455936773,7.70235246257797,1959.46655941097
"92",1165.29284086775,277.005862193277,2053.57981954222
"93",1097.54177442161,140.174066273648,2054.90948256956
"94",1136.12559156462,420.610668458917,1851.64051467032
"95",1284.52096889765,284.054208419862,2284.98772937543
"96",1905.85457400729,453.775738448579,3357.933409566
"97",924.29067223807,25.4551256259534,1823.12621885019
"98",839.318491182188,154.156646075051,1524.48033628933
"99",860.503547817816,84.3222408480083,1636.68485478762
"100",1148.26054377255,371.289938866375,1925.23114867873
"101",1249.4838582114,363.497268830832,2135.47044759198
"102",1898.63621505418,411.281201451148,3385.9912286572
"103",2637.79730862555,141.471438440834,5134.12317881027
"104",2729.06408370829,199.125434319853,5259.00273309673
"105",1557.06519968636,-17.1552691361644,3131.28566850889
"106",1402.55633954952,195.692855303079,2609.41982379597
"107",1484.91903765425,87.9584679749281,2881.87960733357
"108",2508.196884602,1166.29884339024,3850.09492581376
"109",2462.09888080179,757.271571660507,4166.92618994307
"110",1783.09387329783,478.090735971874,3088.09701062379
"111",3531.0402580943,2453.59625078963,4608.48426539898
"112",4328.05442176126,3354.52765787635,5301.58118564618
"113",3789.35819283911,2407.50840168682,5171.2079839914
"114",3380.9397707366,2005.04245240545,4756.83708906775
"115",3276.90152377374,1973.88500057812,4579.91804696936
"116",2903.85526008733,1649.44259773633,4158.26792243833
"117",2563.94267419032,1791.46291113725,3336.4224372434
"118",2767.28939662672,2049.96298604106,3484.61580721237
"119",2977.63618876964,1810.18367402058,4145.08870351871
"120",2559.84341882106,1450.71597100605,3668.97086663608
"121",2415.98814491863,1681.57793617975,3150.39835365752
"122",2268.53550857735,1444.92045091744,3092.15056623727
"123",2464.26119606325,1470.29001813513,3458.23237399138
"124",2413.97689258776,1650.35821079988,3177.59557437564
"125",1874.41332931033,1063.88961970728,2684.93703891338
"126",1956.39655006781,1378.2808446565,2534.51225547913
"127",2868.73954123854,1917.09383053701,3820.38525194008
"128",2174.54082673405,1004.30277863833,3344.77887482978
"129",2550.5500132587,1606.0448484384,3495.05517807899
"130",1974.41890261365,871.056675144071,3077.78113008323
"131",2382.4052706884,1131.01139983454,3633.79914154226
"132",2221.65673039976,1653.5597153776,2789.75374542192
"133",2141.69894007876,1307.37777460817,2976.02010554935
"134",2114.49682129746,1135.62190466137,3093.37173793354
"135",2079.98753044314,381.452312083666,3778.52274880261
"136",2883.90039557898,2165.57449076626,3602.22630039169
"137",3491.57112625396,2358.57497450902,4624.56727799889
"138",2818.76479696807,1774.98045322787,3862.54914070828
"139",2642.65632264504,845.810726303533,4439.50191898654
"140",2269.31393400563,670.258662924054,3868.3692050872
"141",2045.75581948041,988.227731768136,3103.28390719269
"142",2405.82477721335,1417.67763477357,3393.97191965314
"143",2516.41718253806,1659.02824699867,3373.80611807744
"144",2459.09734224745,1016.94658414406,3901.24810035085
"145",2240.36281466982,474.89788384787,4005.82774549177
"146",2427.51327815088,1328.05109730967,3526.9754589921
"147",3094.31235167294,1372.08507709917,4816.53962624671
"148",2180.25095755094,986.536378638526,3373.96553646335
"149",3042.26428983277,1511.64146445138,4572.88711521417
"150",2607.64911223535,1234.69495995635,3980.60326451434
"151",2128.87831855277,1729.99753144479,2527.75910566075
"152",2433.4594339776,1593.98961786083,3272.92925009438
"153",2963.14443867603,1271.45819575807,4654.83068159399
"154",2652.68484507995,1640.50030817354,3664.86938198635
"155",2488.11712937325,684.107754482401,4292.1265042641
"156",2255.33674868927,932.547646022132,3578.12585135641
"157",2941.28848775757,1601.51330232791,4281.06367318724
"158",2504.74310242955,1455.68160783453,3553.80459702457
"159",2108.36599314933,1564.06675478759,2652.66523151106
"160",3114.14081886648,2368.33958164722,3859.94205608573
"161",2596.81563316378,1490.69998082768,3702.93128549988
"162",2478.44275734346,1621.56633300911,3335.31918167781
"163",2592.21398214116,1335.0770980714,3849.35086621093
"164",3293.5100440018,1553.1902341708,5033.82985383279
"165",2204.53674953029,1294.55460234836,3114.51889671222
"166",2991.27801150148,1857.64503293443,4124.91099006853
"167",2654.84150796938,904.645543461624,4405.03747247715
"168",2926.66432756821,1500.25229216802,4353.0763629684
"169",3538.15242138603,2174.6826584125,4901.62218435955
"170",2620.21335588308,1573.99534059252,3666.43137117364
"171",3088.3856203669,1388.73900850559,4788.0322322282
"172",4317.78383884626,1984.65243916053,6650.915238532
"173",1379.52294772926,554.649119045742,2204.39677641277
"174",414.397989299129,234.925946750901,593.870031847358
"175",536.847872804327,297.975057893067,775.720687715586
"176",829.564003590082,323.670421122831,1335.45758605733
"177",1102.42737212091,-157.612900468884,2362.4676447107
"178",641.158038058335,216.984655287622,1065.33142082905
"179",719.74908184822,76.6221619638,1362.87600173264
"180",816.198356169572,289.85314830874,1342.5435640304
"181",1556.90430519387,234.272212452682,2879.53639793506
"182",1181.44588011004,-230.568740646361,2593.46050086644
"183",891.300442521454,445.410955419434,1337.18992962347
"184",681.464072810639,376.494112523671,986.434033097607
"185",608.437038679739,-51.2224677547057,1268.09654511418
"186",766.598628356774,331.17285240297,1202.02440431058
"187",799.910428765472,396.6151346542,1203.20572287674
"188",701.168007594439,421.94880961955,980.387205569327
"189",662.78032782635,453.249708472592,872.310947180108
"190",506.943525274314,170.369051788837,843.517998759792
"191",500.628526652285,287.549749082895,713.707304221674
"192",425.124654115514,115.153861947924,735.095446283103
"193",590.587271998333,49.7534390969499,1131.42110489972
"194",662.267242150065,263.986414873391,1060.54806942674
"195",628.171952406693,216.853453188884,1039.4904516245
"196",512.472844120989,184.815058985438,840.13062925654
"197",458.729137031115,181.90882841485,735.54944564738
"198",492.39221006249,146.87670960729,837.90771051769
"199",435.046118024015,217.782804900358,652.309431147673
"200",918.836134926906,140.732714060299,1696.93955579351
"201",549.601952651818,259.822605064188,839.381300239447
"202",433.574961433036,129.925389959874,737.224532906198
"203",606.947211933732,105.126253758436,1108.76817010903
"204",570.247922020334,151.041463692856,989.454380347813
"205",440.989638596857,5.26803507619865,876.711242117516
"206",1423.17680294879,-1196.39116323894,4042.74476913651
"207",757.558966716303,274.304898323047,1240.81303510956
"208",328.655546264745,62.2246982332867,595.086394296203
"209",406.136475941528,-68.6324206519556,880.905372535012
"210",309.98526787755,152.467682369346,467.502853385755
"211",797.247968834587,209.827822744438,1384.66811492473
"212",634.428274272382,69.8785744127453,1198.97797413202
"213",766.052497368991,32.0773103448862,1500.0276843931
"214",753.051635268938,31.3589337666917,1474.74433677118
"215",797.489708338936,171.868691874486,1423.11072480339
"216",645.219266441562,192.38092692487,1098.05760595825
"217",526.080452329791,271.10872557672,781.052179082863
"218",738.804333580565,71.7288979693987,1405.87976919173
"219",649.712625005498,240.583154537779,1058.84209547322
"220",912.338285054917,-117.484847069087,1942.16141717892
"221",1051.16063228991,-371.437380629991,2473.75864520982
"222",1174.94028808557,-114.892189962904,2464.77276613404
"223",1384.16951433422,239.142970212066,2529.19605845637
"224",1854.672553957,930.440339495963,2778.90476841803
"225",1373.82987702471,294.301514767003,2453.35823928241
"226",1610.63016372351,574.988246274717,2646.2720811723
"227",1368.65987970046,522.994007538825,2214.3257518621
"228",1171.04628102393,412.546695804837,1929.54586624303
"229",1635.1559664742,81.3295178922356,3188.98241505617
"230",2272.65112428883,659.588175332431,3885.71407324524
"231",2806.53069646323,1617.79032263401,3995.27107029246
"232",4096.41843184362,3207.27424136181,4985.56262232543
"233",3835.49690625156,2950.18403136336,4720.80978113976
"234",2870.90841970652,1571.30648724499,4170.51035216804
"235",2139.42838324804,967.047226172588,3311.80954032349
"236",2504.61076723556,1815.06871398133,3194.1528204898
"237",2277.25980290538,1503.48133617523,3051.03826963553
"238",2024.72041061044,951.46374954958,3097.9770716713
"239",2057.21748111364,1207.4337805714,2907.00118165587
"240",2090.8075120789,1140.40662315581,3041.20840100199
